Date,Open,High,Low,Close,Adj Close,Volume
2019-04-26,121.360001,121.650002,120.540001,121.160004,117.731880,1126300
2019-04-29,121.169998,122.570000,120.839996,122.279999,118.820183,1618300
2019-04-30,121.879997,121.879997,119.800003,120.940002,117.518112,2259300
2019-05-01,127.260002,130.899994,125.449997,129.029999,125.379204,3795200
2019-05-02,128.820007,128.979996,125.550003,125.769997,122.211433,1803600
2019-05-03,126.790001,131.039993,126.730003,130.889999,127.186577,2134100
2019-05-06,127.320000,129.630005,127.150002,129.169998,125.515228,1224300
2019-05-07,128.039993,128.330002,125.680000,127.279999,123.678719,1309000
2019-05-08,126.800003,128.520004,126.330002,127.320000,123.717583,1065700
2019-05-09,126.150002,127.839996,125.010002,127.330002,123.727303,1057900
2019-05-10,126.290001,127.500000,123.470001,126.070000,122.502953,1508600
2019-05-13,123.599998,123.599998,119.769997,121.889999,118.441223,1761100
2019-05-14,122.199997,125.040001,122.080002,123.580002,120.083412,1504100
2019-05-15,122.370003,124.459999,121.550003,123.769997,120.268028,835200
2019-05-16,124.500000,126.239998,123.720001,125.720001,122.162857,722600
2019-05-17,124.339996,126.129997,124.160004,124.879997,121.346619,752900
2019-05-20,123.699997,123.980003,122.410004,123.110001,119.626709,763800
2019-05-21,124.050003,125.180000,124.000000,124.690002,121.162003,1033500
2019-05-22,123.910004,125.349998,123.769997,124.959999,121.424370,929500
2019-05-23,123.459999,124.440002,122.699997,124.419998,120.899643,1545700
2019-05-24,124.839996,125.970001,123.589996,123.680000,120.180573,718000
2019-05-28,124.110001,124.919998,122.879997,123.089996,119.607262,1179600
2019-05-29,122.269997,122.800003,120.970001,121.809998,118.363480,1015900
2019-05-30,122.459999,123.099998,121.830002,122.949997,119.471222,854100
2019-05-31,121.580002,122.199997,121.000000,121.760002,118.314903,1041500
2019-06-03,121.199997,121.949997,120.089996,120.699997,117.963058,1183800
2019-06-04,121.889999,121.889999,117.169998,121.510002,118.754700,2833800
2019-06-05,122.449997,122.449997,116.389999,118.470001,115.783630,2251100
2019-06-06,118.480003,118.849998,116.790001,118.639999,115.949768,2023900
2019-06-07,118.860001,123.000000,118.860001,120.970001,118.226936,1154600
2019-06-10,122.019997,124.330002,121.790001,123.440002,120.640930,965200
2019-06-11,124.480003,125.580002,122.440002,122.860001,120.074081,981700
2019-06-12,123.300003,124.680000,122.290001,124.269997,121.452103,1008400
2019-06-13,124.150002,124.150002,122.129997,122.470001,119.692924,1010000
2019-06-14,122.550003,124.250000,122.279999,124.129997,121.315285,801300
2019-06-17,124.099998,124.379997,122.019997,122.209999,119.438820,908700
2019-06-18,123.150002,124.449997,121.940002,122.629997,119.849297,873100
2019-06-19,123.250000,123.620003,121.720001,122.650002,119.868851,781400
2019-06-20,119.209999,121.419998,118.089996,118.739998,116.047501,3429800
2019-06-21,118.360001,118.739998,114.760002,114.839996,112.235931,2822900
2019-06-24,114.589996,117.519997,114.389999,117.099998,114.444695,2455100
2019-06-25,116.650002,117.410004,114.449997,116.040001,113.408737,1617900
2019-06-26,116.690002,117.190002,115.529999,116.550003,113.907173,1179500
2019-06-27,117.180000,119.519997,116.580002,119.199997,116.497078,1099400
2019-06-28,119.599998,121.339996,119.320000,121.209999,118.461494,2067000
2019-07-01,122.000000,122.900002,117.739998,118.070000,115.392693,2199900
2019-07-02,118.250000,119.089996,117.290001,119.040001,116.340706,1105600
2019-07-03,118.570000,118.690002,115.809998,116.540001,113.897392,1634600
2019-07-05,116.550003,116.720001,115.099998,115.400002,112.783241,2210100
2019-07-08,115.000000,115.320000,111.529999,111.889999,109.352837,2900300
2019-07-09,111.129997,112.290001,109.940002,111.220001,108.698029,3188700
2019-07-10,111.870003,112.269997,110.129997,110.379997,107.877075,2098700
2019-07-11,110.360001,110.769997,109.559998,110.400002,107.896622,2225900
2019-07-12,110.220001,110.910004,109.239998,110.139999,107.642517,3208100
2019-07-15,110.449997,113.290001,110.449997,112.849998,110.291061,3594300
2019-07-16,112.570000,115.059998,112.519997,114.550003,111.952522,2473100
2019-07-17,114.360001,114.820000,111.080002,111.760002,109.225777,1923400
2019-07-18,111.360001,111.910004,110.239998,111.000000,108.483009,1955600
2019-07-19,111.540001,112.830002,110.089996,110.150002,107.652290,1931600
2019-07-22,110.580002,111.910004,110.099998,111.629997,109.098732,3048800
2019-07-23,112.459999,114.059998,112.370003,113.730003,111.151108,2054800
2019-07-24,113.510002,115.599998,113.190002,115.339996,112.724594,3141300
2019-07-25,112.440002,115.949997,111.650002,113.040001,110.476761,3491500
2019-07-26,114.529999,115.339996,113.360001,113.959999,111.375893,2323000
2019-07-29,113.750000,116.000000,113.750000,115.589996,112.968925,1995700
2019-07-30,114.739998,115.989998,114.699997,115.989998,113.359863,1581300
2019-07-31,115.940002,117.019997,114.809998,116.339996,113.701920,2462300
2019-08-01,116.019997,117.970001,113.860001,114.050003,111.463860,2533300
2019-08-02,113.500000,113.500000,109.820000,110.730003,108.219139,2006600
2019-08-05,108.769997,109.500000,106.750000,107.690002,105.248077,1894200
2019-08-06,108.290001,109.120003,106.480003,107.059998,104.632355,2026600
2019-08-07,106.680000,108.300003,105.760002,107.370003,104.935326,1355800
2019-08-08,107.860001,110.459999,107.480003,109.739998,107.251587,2011800
2019-08-09,109.750000,110.110001,108.339996,109.250000,106.772697,904900
2019-08-12,108.650002,108.949997,106.690002,107.300003,104.866913,784500
2019-08-13,105.260002,109.239998,104.300003,109.029999,106.557678,2318600
2019-08-14,106.940002,107.430000,102.870003,104.190002,101.827438,1910800
2019-08-15,104.790001,105.320000,103.550003,103.870003,101.514694,1217700
2019-08-16,104.570000,105.779999,103.550003,105.180000,102.794991,988300
2019-08-19,106.540001,108.419998,106.540001,107.760002,105.316483,1350200
2019-08-20,107.610001,108.430000,107.000000,107.629997,105.189430,949000
2019-08-21,108.650002,108.690002,107.120003,107.669998,105.228523,778500
2019-08-22,107.839996,108.110001,106.139999,107.029999,104.603035,944700
2019-08-23,106.690002,107.040001,102.139999,102.529999,100.205078,2184100
2019-08-26,103.269997,103.699997,102.089996,102.489998,100.165977,1665600
2019-08-27,103.489998,103.559998,101.629997,101.769997,99.462311,1174600
2019-08-28,101.269997,103.370003,100.690002,103.180000,100.840340,1369400
2019-08-29,103.809998,104.940002,103.180000,103.379997,101.035797,1191100
2019-08-30,104.220001,105.500000,103.949997,104.279999,101.915390,1209000
2019-09-03,103.000000,103.000000,100.639999,102.849998,100.517822,1831300
2019-09-04,103.779999,105.690002,103.610001,104.739998,102.364967,1234900
2019-09-05,105.400002,107.419998,105.379997,106.940002,104.515083,1304200
2019-09-06,107.529999,108.879997,106.959999,108.410004,105.951752,1728600
2019-09-09,109.070000,110.699997,108.489998,110.610001,108.101860,1404300
2019-09-10,110.860001,113.919998,110.550003,113.750000,111.170654,1743900
2019-09-11,113.930000,115.150002,112.360001,113.830002,111.248848,1386500
2019-09-12,114.089996,114.750000,111.849998,113.269997,110.701530,1012800
2019-09-13,114.000000,115.629997,113.459999,114.830002,112.226166,1085100
2019-09-16,112.089996,114.190002,111.550003,113.930000,111.346573,1206700
2019-09-17,113.669998,114.790001,113.089996,114.089996,111.502945,720900
2019-09-18,113.260002,114.180000,110.980003,112.989998,110.427887,1790700
2019-09-19,112.779999,114.169998,112.330002,112.459999,110.673927,1238300
2019-09-20,112.760002,113.279999,110.860001,111.680000,109.906311,1434700
2019-09-23,110.959999,110.959999,108.760002,109.550003,107.810143,1646500
2019-09-24,110.339996,111.629997,108.019997,108.639999,106.914597,1439800
2019-09-25,108.680000,109.800003,107.620003,109.660004,107.918396,1116200
2019-09-26,106.279999,107.949997,105.150002,106.930000,105.231750,2549600
2019-09-27,107.309998,108.110001,105.830002,107.029999,105.330162,1632200
2019-09-30,108.000000,109.269997,107.620003,108.330002,106.609520,1301900
2019-10-01,108.209999,109.339996,104.190002,104.650002,102.987961,1595200
2019-10-02,103.699997,104.000000,102.180000,103.010002,101.374008,1635700
2019-10-03,103.089996,104.480003,101.680000,104.180000,102.525421,1260800
2019-10-04,104.540001,105.290001,102.760002,103.309998,101.669235,1634300
2019-10-07,102.809998,103.750000,101.690002,102.599998,100.970520,1758200
2019-10-08,101.290001,102.800003,100.470001,101.029999,99.425446,1318400
2019-10-09,101.809998,102.360001,101.279999,101.879997,100.261948,944100
2019-10-10,102.309998,103.800003,101.820000,103.610001,101.964478,1213900
2019-10-11,105.000000,108.480003,105.000000,107.570000,105.861588,1960800
2019-10-14,107.000000,108.589996,106.889999,107.959999,106.245392,1183600
2019-10-15,108.160004,110.559998,107.919998,109.480003,107.741257,1439400
2019-10-16,109.550003,109.860001,107.139999,108.320000,106.599670,1032700
2019-10-17,109.010002,109.639999,108.239998,109.150002,107.416496,558400
2019-10-18,109.489998,111.650002,109.220001,111.180000,109.414246,1737500
2019-10-21,112.000000,112.949997,100.000000,112.070000,110.290115,2161300
2019-10-22,111.750000,112.029999,108.260002,108.410004,106.688248,1367500
2019-10-23,108.269997,109.910004,107.580002,109.680000,107.938072,1056100
2019-10-24,110.190002,110.620003,108.540001,109.120003,107.386971,869000
2019-10-25,108.889999,111.519997,108.889999,111.370003,109.601242,944100
2019-10-28,111.510002,112.989998,111.440002,112.199997,110.418045,961300
2019-10-29,112.900002,113.900002,112.250000,113.269997,111.471054,1569200
2019-10-30,115.470001,115.750000,108.510002,109.419998,107.682205,3557300
2019-10-31,109.070000,109.559998,107.160004,108.830002,107.101578,2203200
2019-11-01,109.870003,111.699997,109.339996,111.180000,109.414246,1311800
2019-11-04,112.209999,113.470001,111.080002,113.279999,111.480896,1508200
2019-11-05,113.669998,114.529999,112.470001,113.510002,111.707253,1448300
2019-11-06,113.629997,113.680000,111.360001,112.779999,110.988838,1336800
2019-11-07,114.610001,115.820000,112.879997,114.989998,113.163734,2592400
2019-11-08,114.550003,114.900002,112.919998,114.529999,112.711044,988000
2019-11-11,113.470001,114.220001,112.839996,113.940002,112.130417,908900
2019-11-12,114.019997,114.930000,113.250000,113.849998,112.041847,1168300
2019-11-13,113.510002,115.059998,112.830002,114.790001,112.966919,1232000
2019-11-14,114.610001,115.669998,114.320000,115.239998,113.409767,1565100
2019-11-15,116.000000,118.220001,116.000000,117.889999,116.017677,2445500
2019-11-18,118.000000,118.550003,117.019997,118.400002,116.519585,1651100
2019-11-19,119.500000,120.099998,118.779999,118.860001,116.972282,1614000
2019-11-20,118.129997,119.059998,116.370003,117.000000,115.141823,2435000
2019-11-21,116.709999,118.849998,115.519997,118.690002,116.804985,2252200
2019-11-22,119.430000,120.050003,118.349998,119.129997,117.237991,1642400
2019-11-25,119.800003,120.129997,119.209999,119.419998,117.523384,1375000
2019-11-26,119.489998,120.410004,118.570000,119.739998,117.838303,2379800
2019-11-27,120.540001,121.309998,119.580002,121.300003,119.373528,1218900
2019-11-29,120.639999,120.860001,119.750000,120.019997,118.113853,751600
2019-12-02,120.160004,120.419998,118.440002,119.150002,117.257675,1553000
2019-12-03,117.849998,118.860001,116.889999,118.849998,116.962440,1918400
2019-12-04,118.739998,120.169998,118.739998,120.099998,118.192581,1957500
2019-12-05,120.760002,121.220001,120.059998,121.000000,119.078293,1694200
2019-12-06,122.000000,122.489998,120.860001,122.070000,120.131294,1740100
2019-12-09,121.349998,122.120003,120.010002,121.820000,119.885262,1957800
2019-12-10,121.620003,121.870003,120.300003,121.589996,119.658920,1748600
2019-12-11,122.010002,123.559998,121.849998,123.320000,121.361443,1589700
2019-12-12,123.250000,125.419998,122.120003,124.989998,123.004921,1460500
2019-12-13,125.620003,126.839996,124.599998,125.639999,123.644600,2485500
2019-12-16,126.589996,127.139999,126.000000,126.199997,124.195702,1553800
2019-12-17,126.000000,127.309998,125.279999,127.050003,125.032211,1656200
2019-12-18,127.309998,127.730003,126.250000,127.589996,125.563622,1479400
2019-12-19,126.809998,127.410004,126.169998,126.849998,125.603233,1952300
2019-12-20,128.929993,132.490005,128.210007,131.080002,129.791672,4295700
2019-12-23,130.949997,134.000000,130.809998,133.399994,132.088852,1743700
2019-12-24,133.520004,133.649994,132.600006,132.960007,131.653198,573600
2019-12-26,133.070007,134.270004,132.259995,134.169998,132.851288,820300
2019-12-27,134.300003,134.600006,133.270004,133.330002,132.019547,624300
2019-12-30,133.720001,133.720001,132.720001,133.350006,132.039352,803800
2019-12-31,133.139999,133.960007,132.839996,133.509995,132.197769,814800
2020-01-02,134.550003,134.800003,133.470001,134.649994,133.326569,1014400
2020-01-03,132.789993,133.619995,131.809998,133.490005,132.177979,1229400
2020-01-06,131.589996,131.869995,130.389999,131.630005,130.336258,1518000
2020-01-07,131.080002,132.100006,130.440002,130.440002,129.157959,1211400
2020-01-08,130.350006,132.710007,130.020004,132.220001,130.920456,1429600
2020-01-09,133.919998,135.059998,132.940002,133.919998,132.603745,1227300
2020-01-10,134.169998,134.490005,132.690002,133.190002,131.880920,835400
2020-01-13,133.210007,133.690002,132.509995,133.110001,131.801712,1244700
2020-01-14,133.389999,133.619995,132.550003,132.949997,131.643280,1112300
2020-01-15,132.910004,133.869995,132.020004,132.619995,131.316528,872900
2020-01-16,133.139999,134.139999,132.889999,134.050003,132.732483,800600
2020-01-17,133.500000,135.320007,133.250000,135.050003,133.722641,906000
2020-01-21,133.199997,133.350006,128.220001,129.679993,128.405411,3369900
2020-01-22,130.570007,131.429993,128.789993,129.130005,127.860832,1836700
2020-01-23,126.730003,129.770004,123.470001,129.589996,128.316299,2123100
2020-01-24,129.039993,129.039993,124.000000,126.510002,125.266586,2689600
2020-01-27,118.589996,119.480003,115.820000,116.910004,115.760941,4937300
2020-01-28,119.230003,121.610001,117.300003,120.430000,119.246338,2576700
2020-01-29,121.480003,123.820000,120.739998,121.639999,120.444443,2121300
2020-01-30,115.500000,120.110001,115.489998,119.699997,118.523514,4088500
2020-01-31,119.709999,120.599998,116.680000,117.080002,115.929268,2020100
2020-02-03,116.360001,119.370003,114.260002,116.449997,115.305450,3064500
2020-02-04,121.970001,122.099998,116.709999,118.000000,116.840225,3308000
2020-02-05,119.500000,120.820000,117.610001,118.260002,117.097672,2455000
2020-02-06,118.910004,120.300003,116.599998,116.669998,115.523293,2518700
2020-02-07,113.370003,114.309998,110.519997,111.550003,110.453621,5071200
2020-02-10,110.779999,111.180000,109.519997,109.699997,108.621796,2737600
2020-02-11,111.059998,113.980003,110.250000,113.059998,111.948776,3238600
2020-02-12,114.570000,118.029999,114.459999,117.230003,116.077797,3994700
2020-02-13,115.500000,115.980003,113.430000,113.620003,112.503273,3140500
2020-02-14,113.349998,113.620003,112.440002,113.160004,112.047798,2555700
2020-02-18,112.489998,112.760002,110.709999,111.410004,110.314995,2977800
2020-02-19,111.209999,112.269997,110.669998,111.010002,109.918922,2531900
2020-02-20,110.870003,110.989998,109.419998,109.800003,108.720818,2867900
2020-02-21,108.839996,109.059998,105.150002,106.110001,105.067085,3352400
2020-02-24,99.949997,101.000000,96.389999,96.610001,95.660454,7476900
2020-02-25,97.779999,98.360001,89.290001,89.550003,88.669853,5906100
2020-02-26,90.440002,90.980003,81.820000,82.339996,81.530708,9748000
2020-02-27,79.510002,80.570000,70.500000,77.000000,76.243195,14782800
2020-02-28,73.919998,81.360001,73.480003,80.410004,79.619682,9940200
2020-03-02,81.500000,81.510002,76.779999,80.559998,79.768204,7890200
2020-03-03,81.760002,81.940002,76.779999,78.190002,77.421501,7591300
2020-03-04,79.949997,80.150002,75.320000,79.360001,78.580002,10264600
2020-03-05,75.029999,75.919998,64.180000,65.779999,65.779999,16079000
2020-03-06,62.700001,70.330002,60.360001,65.010002,65.010002,16949000
2020-03-09,56.230000,56.299999,47.360001,48.270000,48.270000,19180300
2020-03-10,51.029999,52.700001,40.200001,51.669998,51.669998,30322600
2020-03-11,48.560001,51.000000,41.200001,44.369999,44.369999,23724700
2020-03-12,34.000000,39.560001,29.010000,30.270000,30.270000,28866300
2020-03-13,37.009998,37.340000,28.610001,32.330002,32.330002,27483000
2020-03-16,29.900000,35.480000,29.280001,29.940001,29.940001,25379100
2020-03-17,31.219999,31.440001,26.830000,27.660000,27.660000,18129200
2020-03-18,26.020000,26.299999,19.250000,22.330000,22.330000,24554800
2020-03-19,21.760000,24.150000,20.549999,22.410000,22.410000,17031500
2020-03-20,24.450001,28.100000,22.000000,23.809999,23.809999,22221500
2020-03-23,24.030001,29.320000,22.770000,28.190001,28.190001,20278800
2020-03-24,34.500000,39.590000,32.139999,34.470001,34.470001,28057200
2020-03-25,40.500000,45.450001,34.709999,42.410000,42.410000,32761400
2020-03-26,42.830002,49.869999,37.849998,40.610001,40.610001,35085100
2020-03-27,37.509998,37.529999,32.799999,34.500000,34.500000,31129200
2020-03-30,32.310001,32.630001,28.100000,29.770000,29.770000,25443700
2020-03-31,28.639999,35.650002,28.299999,32.169998,32.169998,26187400
2020-04-01,30.299999,30.860001,25.600000,25.770000,25.770000,24415500
2020-04-02,25.500000,27.950001,23.950001,24.820000,24.820000,29239400
2020-04-03,25.709999,26.209999,22.250000,24.389999,24.389999,26467300
2020-04-06,26.799999,30.209999,25.850000,29.610001,29.610001,33519300
2020-04-07,35.310001,39.750000,31.650000,33.549999,33.549999,51068300
2020-04-08,34.880001,37.799999,33.650002,37.560001,37.560001,28694300
2020-04-09,40.820000,45.119999,36.759998,40.220001,40.220001,46354400
2020-04-13,36.320000,36.700001,33.250000,33.369999,33.369999,34049200
2020-04-14,35.950001,39.000000,35.360001,37.840000,37.840000,32458600
2020-04-15,35.020000,37.849998,34.400002,36.980000,36.980000,22565500
2020-04-16,36.500000,37.070000,33.009998,34.009998,34.009998,24760200
2020-04-17,37.110001,37.610001,35.000000,37.389999,37.389999,24741700
2020-04-20,35.509998,37.209999,34.910000,35.990002,35.990002,15153000
2020-04-21,34.500000,35.770000,33.500000,34.430000,34.430000,15515200
2020-04-22,35.340000,35.740002,33.619999,34.009998,34.009998,9862300
2020-04-23,34.369999,37.200001,34.130001,36.880001,36.880001,21504000
2020-04-24,37.099998,37.480000,35.000000,35.680000,35.680000,14786600
2020-04-27,36.330002,39.580002,35.860001,39.470001,39.470001,19029200
2020-04-28,41.900002,43.009998,39.570000,41.590000,41.590000,23428800
2020-04-29,45.000000,48.599998,44.419998,48.060001,48.060001,28659800
2020-04-30,47.509998,48.560001,44.380001,46.770000,46.770000,21171000
2020-05-01,43.130001,44.740002,40.599998,40.770000,40.770000,20273800
2020-05-04,37.610001,41.750000,37.020000,41.369999,41.369999,22844900
2020-05-05,41.630001,42.270000,37.020000,37.200001,37.200001,25370100
2020-05-06,38.209999,38.500000,36.000000,36.110001,36.110001,15416900
2020-05-07,36.480000,38.970001,36.450001,38.029999,38.029999,13834900
2020-05-08,40.299999,41.389999,38.549999,39.919998,39.919998,15961900
2020-05-11,39.110001,39.480000,37.779999,38.070000,38.070000,9332200
2020-05-12,38.950001,39.220001,36.320000,36.340000,36.340000,10499900
2020-05-13,36.980000,37.009998,33.400002,34.529999,34.529999,22563500
2020-05-14,33.000000,35.869999,31.410000,35.150002,35.150002,22829500
2020-05-15,34.400002,38.270000,34.369999,37.450001,37.450001,18249400
2020-05-18,41.200001,44.980000,41.200001,43.700001,43.700001,29413800
2020-05-19,43.759998,44.310001,40.919998,42.150002,42.150002,17966900
2020-05-20,43.200001,43.619999,39.709999,40.730000,40.730000,22451000
2020-05-21,41.200001,45.070000,40.349998,43.349998,43.349998,28093800
2020-05-22,44.650002,45.400002,42.020000,43.139999,43.139999,15272600
2020-05-26,47.110001,50.360001,46.669998,49.560001,49.560001,27211800
2020-05-27,54.139999,55.320000,49.299999,54.290001,54.290001,31922200
2020-05-28,53.439999,54.700001,51.330002,51.700001,51.700001,21502300
2020-05-29,50.000000,52.820000,49.090000,51.869999,51.869999,19136700
2020-06-01,52.000000,56.070000,51.560001,55.639999,55.639999,19886400
2020-06-02,57.259998,58.439999,55.389999,56.000000,56.000000,18216000
2020-06-03,54.700001,58.799999,54.599998,58.110001,58.110001,18385800
2020-06-04,57.450001,60.320000,55.580002,57.689999,57.689999,33102100
2020-06-05,64.860001,74.589996,64.599998,69.440002,69.440002,61286500
2020-06-08,75.059998,75.550003,70.099998,75.120003,75.120003,32661300
2020-06-09,70.830002,71.720001,66.629997,69.910004,69.910004,22273600
2020-06-10,67.839996,67.839996,60.799999,63.590000,63.590000,25167000
2020-06-11,56.020000,60.000000,54.070000,54.509998,54.509998,29730900
2020-06-12,60.599998,62.700001,57.000000,61.180000,61.180000,25944800
2020-06-15,55.750000,61.779999,55.320000,60.830002,60.830002,20473000
2020-06-16,66.500000,66.889999,60.540001,62.500000,62.500000,21519800
2020-06-17,59.009998,60.240002,56.759998,58.029999,58.029999,21713300
2020-06-18,56.549999,61.689999,56.209999,59.349998,59.349998,21486000
2020-06-19,60.959999,61.119999,54.720001,55.270000,55.270000,24765400
2020-06-22,53.500000,54.139999,50.349998,51.860001,51.860001,26221000
2020-06-23,52.619999,54.599998,51.349998,54.360001,54.360001,18591800
2020-06-24,51.900002,52.459999,46.520000,48.240002,48.240002,26872900
2020-06-25,45.349998,49.189999,45.250000,48.580002,48.580002,21698800
2020-06-26,48.619999,48.910000,45.430000,46.410000,46.410000,14396000
2020-06-29,46.090000,50.490002,45.060001,50.299999,50.299999,17409100
2020-06-30,49.599998,50.770000,47.779999,50.299999,50.299999,14819000
2020-07-01,51.990002,55.619999,50.450001,50.830002,50.830002,17917100
2020-07-02,52.970001,53.619999,49.360001,49.509998,49.509998,13823700
2020-07-06,50.290001,51.490002,47.889999,50.020000,50.020000,13304500
2020-07-07,48.910000,49.750000,47.419998,47.560001,47.560001,9986200
2020-07-08,46.970001,50.430000,46.509998,50.070000,50.070000,12332700
2020-07-09,50.919998,51.099998,46.549999,47.119999,47.119999,13952500
2020-07-10,47.029999,51.950001,46.130001,51.770000,51.770000,20560000
2020-07-13,52.090000,52.900002,49.360001,49.540001,49.540001,13636900
2020-07-14,48.720001,48.720001,47.139999,48.150002,48.150002,10562700
2020-07-15,51.490002,58.680000,51.349998,58.360001,58.360001,33940100
2020-07-16,55.410000,56.150002,53.750000,53.939999,53.939999,16256700
